MIRICO/SHELL project - Processed LDS file generated on
Mon May 08 21:00:06 2017
Time stamp for record start
05/08/2017  16:28:17.0000
Nb of points in the record
         614
Beam position index
       5.0000000
Beam angle (degrees)
       8.5500000
Open Path length (m)
       41.505000
****************** Temporal data record ************************
Elapsed time   Temp   Press   Humidity   Wind X   Wind Y   Wind Z   Speed of sound   CH4 vmr   CH4 vmr error  
Seconds   Kelvin   Pa   ppmv   m/s   m/s   m/s   m/s   ppmv   ppmv  
       286.00002       286.65000       101650.64       8489.5465      -1.5525000       1.0160000      0.15675000       338.88000      0.87093865     0.010288162
       289.00000       286.55000       101650.64       8449.2972      -2.7352500       1.0915000     -0.25450000       338.85000       3.3880266     0.055997399
       292.00003       286.65000       101650.64       8520.5117      -1.4487500       1.5655000      0.28625000       339.09700      0.93764362     0.011466450
       296.00000       286.55000       101650.64       8449.2972      -3.8912500       1.0825000     -0.67150000       338.77500       2.0621485     0.022701450
       299.00003       286.55000       101650.64       8464.6777      -3.2610000      0.58400010     -0.44600000       338.89800       1.0578964     0.010573197
       302.00001       286.55000       101631.64       8450.8900      -1.9772500       1.4415000      0.16000000       339.04000       1.9928269     0.022152269
       306.00003       286.55000       101631.64       8420.1245      -4.5610000      0.91200010     -0.34350000       338.57500       1.4462578     0.015331161
       309.00001       286.65000       101650.64       8474.0646      -4.3905000      0.83650000     -0.39000000       338.48600      0.49823792    0.0059128000
       312.00000       286.55000       101650.64       8403.1584      -2.9325000      0.73075000      0.22200000       338.70700      0.93845930     0.010131890
       316.00002       286.65000       101650.64       8474.0646      -2.2107500       1.4370000    -0.023750000       338.88100       1.1810305     0.014151841
       319.00000       286.55000       101671.64       8432.1605      -2.1252500    -0.046250000     -0.11775000       338.81700     -0.35862426   -0.0036220482
       322.00002       286.65000       101650.64       8489.5465      -4.1537500     -0.69875000      0.22925000       338.71200       2.6019302     0.029819108
       326.00000       286.65000       101631.64       8475.6621      -3.3312500       1.6382500     -0.53850000       338.66600       2.8354462     0.036580311
       329.00003       286.65000       101650.64       8443.1022      -1.7387500       3.1172500     0.074250010       338.75600       1.3832701     0.017861620
       332.00001       286.65000       101650.64       8427.6218      -2.8565000      0.42875000      0.17000000       338.85500       2.5253026     0.033401243
       336.00003       286.55000       101650.64       8341.6465      -4.2680000     -0.76550000    -0.052000000       338.58100       1.3701645     0.016049428
       339.00001       286.65000       101631.64       8398.2451      -3.9040000      0.92975000     -0.10350000       338.72000       5.2569710     0.062731716
       342.00000       286.65000       101650.64       8396.6623      -2.8332500       1.7350000     -0.33550000       338.86800       3.6834507     0.041537241
